品种,时间,MN1state,W1state,D1state
688126 沪硅产业,2026-05-15 15:00:59,-C,E,9
688126 沪硅产业,2026-05-14 15:00:59,-C,E,B
688126 沪硅产业,2026-05-13 15:00:59,-C,E,B
688126 沪硅产业,2026-05-12 15:00:59,-C,E,F
688160 步科股份,2026-05-19 15:00:59,C,E,E
688160 步科股份,2026-05-18 15:00:59,8,E,8
688160 步科股份,2026-05-15 15:00:59,8,E,C
688160 步科股份,2026-05-14 15:00:59,8,E,E
688160 步科股份,2026-05-13 15:00:59,8,E,A
688160 步科股份,2026-05-12 15:00:59,8,E,E
688182 灿勤科技,2026-05-19 15:00:59,E,E,E
688182 灿勤科技,2026-05-18 15:00:59,8,E,A
688182 灿勤科技,2026-05-15 15:00:59,8,E,A
688182 灿勤科技,2026-05-14 15:00:59,8,E,E
688182 灿勤科技,2026-05-13 15:00:59,8,E,E
688182 灿勤科技,2026-05-12 15:00:59,8,E,A
688188 柏楚电子,2026-05-19 15:00:59,E,E,F
688188 柏楚电子,2026-05-18 15:00:59,8,E,F
688188 柏楚电子,2026-05-15 15:00:59,8,E,B
688188 柏楚电子,2026-05-14 15:00:59,8,E,A
688188 柏楚电子,2026-05-13 15:00:59,8,E,A
688188 柏楚电子,2026-05-12 15:00:59,8,E,E
688191 智洋创新,2026-05-19 15:00:59,C,E,E
688191 智洋创新,2026-05-18 15:00:59,8,8,C
688191 智洋创新,2026-05-15 15:00:59,8,8,A
688191 智洋创新,2026-05-14 15:00:59,8,C,A
688191 智洋创新,2026-05-13 15:00:59,8,C,E
688191 智洋创新,2026-05-12 15:00:59,8,C,A
688253 英诺特,2026-05-19 15:00:59,C,E,E
688253 英诺特,2026-05-18 15:00:59,C,E,A
688253 英诺特,2026-05-15 15:00:59,C,E,A
688253 英诺特,2026-05-14 15:00:59,C,E,E
688253 英诺特,2026-05-13 15:00:59,C,E,E
688253 英诺特,2026-05-12 15:00:59,C,E,C
688260 昀冢科技,2026-05-19 15:00:59,E,A,E
688260 昀冢科技,2026-05-18 15:00:59,8,E,A
688260 昀冢科技,2026-05-15 15:00:59,8,E,A
688260 昀冢科技,2026-05-14 15:00:59,8,E,E
688260 昀冢科技,2026-05-13 15:00:59,8,E,A
688260 昀冢科技,2026-05-12 15:00:59,8,E,A
688290 景业智能,2026-05-19 15:00:59,8,E,E
688290 景业智能,2026-05-18 15:00:59,8,E,A
688290 景业智能,2026-05-15 15:00:59,8,E,E
688290 景业智能,2026-05-14 15:00:59,8,E,A
688290 景业智能,2026-05-13 15:00:59,8,E,A
688290 景业智能,2026-05-12 15:00:59,8,E,A
688301 奕瑞科技,2026-05-19 15:00:59,C,E,E
688301 奕瑞科技,2026-05-18 15:00:59,0,E,E
688301 奕瑞科技,2026-05-15 15:00:59,0,E,E
688301 奕瑞科技,2026-05-14 15:00:59,0,E,E
688301 奕瑞科技,2026-05-13 15:00:59,0,C,C
688301 奕瑞科技,2026-05-12 15:00:59,0,C,0
688322 奥比中光-W,2026-05-19 15:00:59,8,E,E
688322 奥比中光-W,2026-05-18 15:00:59,8,C,E
688322 奥比中光-W,2026-05-15 15:00:59,8,C,4
688322 奥比中光-W,2026-05-14 15:00:59,8,C,8
688322 奥比中光-W,2026-05-13 15:00:59,8,C,8
688322 奥比中光-W,2026-05-12 15:00:59,8,C,A
688345 博力威,2026-05-19 15:00:59,C,E,F
688345 博力威,2026-05-18 15:00:59,C,8,9
688345 博力威,2026-05-15 15:00:59,C,8,9
688345 博力威,2026-05-14 15:00:59,C,A,A
688345 博力威,2026-05-13 15:00:59,C,A,8
688345 博力威,2026-05-12 15:00:59,C,A,9
688359 三孚新科,2026-05-19 15:00:59,C,E,E
688359 三孚新科,2026-05-18 15:00:59,C,E,A
688359 三孚新科,2026-05-15 15:00:59,C,E,A
688359 三孚新科,2026-05-14 15:00:59,C,E,E
688359 三孚新科,2026-05-13 15:00:59,C,E,E
688359 三孚新科,2026-05-12 15:00:59,C,E,A
688360 德马科技,2026-05-19 15:00:59,8,E,E
688360 德马科技,2026-05-18 15:00:59,8,0,C
688360 德马科技,2026-05-15 15:00:59,8,0,C
688360 德马科技,2026-05-14 15:00:59,8,0,0
688360 德马科技,2026-05-13 15:00:59,8,0,A
688360 德马科技,2026-05-12 15:00:59,8,0,E
688376 美埃科技,2026-05-19 15:00:59,E,E,E
688376 美埃科技,2026-05-18 15:00:59,C,E,E
688376 美埃科技,2026-05-15 15:00:59,C,E,E
688376 美埃科技,2026-05-14 15:00:59,C,8,C
688376 美埃科技,2026-05-13 15:00:59,C,8,-C
688376 美埃科技,2026-05-12 15:00:59,C,8,C
688381 帝奥微,2026-05-19 15:00:59,E,A,E
688381 帝奥微,2026-05-18 15:00:59,8,E,A
688381 帝奥微,2026-05-15 15:00:59,8,E,D
688381 帝奥微,2026-05-14 15:00:59,8,A,E
688381 帝奥微,2026-05-13 15:00:59,8,A,F
688381 帝奥微,2026-05-12 15:00:59,8,A,C
688391 钜泉科技,2026-05-19 15:00:59,0,E,E
688391 钜泉科技,2026-05-18 15:00:59,0,E,E
688391 钜泉科技,2026-05-15 15:00:59,0,E,2
688391 钜泉科技,2026-05-14 15:00:59,0,E,6
688391 钜泉科技,2026-05-13 15:00:59,0,E,6
688391 钜泉科技,2026-05-12 15:00:59,0,E,A
688419 耐科装备,2026-05-19 15:00:59,8,E,E
688419 耐科装备,2026-05-18 15:00:59,8,8,0
688419 耐科装备,2026-05-15 15:00:59,8,8,1
688419 耐科装备,2026-05-14 15:00:59,8,8,1
688419 耐科装备,2026-05-13 15:00:59,8,8,0
688419 耐科装备,2026-05-12 15:00:59,8,8,C
688432 有研硅,2026-05-19 15:00:59,E,E,F
688432 有研硅,2026-05-18 15:00:59,A,E,9
688432 有研硅,2026-05-15 15:00:59,A,E,8
688432 有研硅,2026-05-14 15:00:59,A,E,8
688432 有研硅,2026-05-13 15:00:59,A,E,A
688432 有研硅,2026-05-12 15:00:59,A,E,A
688500 慧辰股份,2026-05-19 15:00:59,C,E,E
688500 慧辰股份,2026-05-18 15:00:59,-C,E,E
688500 慧辰股份,2026-05-15 15:00:59,-C,E,E
688500 慧辰股份,2026-05-14 15:00:59,-C,2,E
688500 慧辰股份,2026-05-13 15:00:59,-C,0,0
688500 慧辰股份,2026-05-12 15:00:59,-C,0,0
688507 索辰科技,2026-05-19 15:00:59,E,E,E
688507 索辰科技,2026-05-18 15:00:59,0,E,E
688507 索辰科技,2026-05-15 15:00:59,0,E,6
688507 索辰科技,2026-05-14 15:00:59,0,C,0
688507 索辰科技,2026-05-13 15:00:59,0,C,0
688507 索辰科技,2026-05-12 15:00:59,0,C,0
688521 芯原股份,2026-05-19 15:00:59,C,E,E
688521 芯原股份,2026-05-18 15:00:59,8,8,-2
688521 芯原股份,2026-05-15 15:00:59,8,8,-3
688521 芯原股份,2026-05-14 15:00:59,8,C,C
688521 芯原股份,2026-05-13 15:00:59,8,C,8
688521 芯原股份,2026-05-12 15:00:59,8,C,C
688585 上纬新材,2026-05-19 15:00:59,C,E,E
688585 上纬新材,2026-05-18 15:00:59,8,A,8
688585 上纬新材,2026-05-15 15:00:59,8,8,C
688585 上纬新材,2026-05-14 15:00:59,8,8,8
688585 上纬新材,2026-05-13 15:00:59,8,8,8
688585 上纬新材,2026-05-12 15:00:59,8,8,4
688598 金博股份,2026-05-19 15:00:59,8,E,E
688598 金博股份,2026-05-18 15:00:59,8,A,A
688598 金博股份,2026-05-15 15:00:59,8,8,A
688598 金博股份,2026-05-14 15:00:59,8,8,E
688598 金博股份,2026-05-13 15:00:59,8,8,E
688598 金博股份,2026-05-12 15:00:59,8,8,E
688609 九联科技,2026-05-19 15:00:59,8,E,F
688609 九联科技,2026-05-18 15:00:59,8,E,F
688609 九联科技,2026-05-15 15:00:59,8,E,9
688609 九联科技,2026-05-14 15:00:59,8,A,9
688609 九联科技,2026-05-13 15:00:59,8,A,B
688609 九联科技,2026-05-12 15:00:59,8,A,B
688610 埃科光电,2026-05-19 15:00:59,E,E,E
688610 埃科光电,2026-05-18 15:00:59,C,A,8
688610 埃科光电,2026-05-15 15:00:59,C,A,8
688610 埃科光电,2026-05-14 15:00:59,C,E,9
688610 埃科光电,2026-05-13 15:00:59,C,E,B
688610 埃科光电,2026-05-12 15:00:59,C,E,B
688619 罗普特,2026-05-19 15:00:59,C,E,E
688619 罗普特,2026-05-18 15:00:59,8,E,E
688619 罗普特,2026-05-15 15:00:59,8,E,A
688619 罗普特,2026-05-14 15:00:59,8,E,C
688619 罗普特,2026-05-13 15:00:59,8,C,8
688619 罗普特,2026-05-12 15:00:59,8,C,8
688623 双元科技,2026-05-19 15:00:59,8,E,E
688623 双元科技,2026-05-18 15:00:59,8,8,8
688623 双元科技,2026-05-15 15:00:59,8,8,C
688623 双元科技,2026-05-14 15:00:59,8,8,8
688623 双元科技,2026-05-13 15:00:59,8,8,8
688623 双元科技,2026-05-12 15:00:59,8,8,8
688653 康希通信,2026-05-19 15:00:59,E,E,E
688653 康希通信,2026-05-18 15:00:59,C,E,A
688653 康希通信,2026-05-15 15:00:59,C,E,A
688653 康希通信,2026-05-14 15:00:59,C,E,E
688653 康希通信,2026-05-13 15:00:59,C,E,A
688653 康希通信,2026-05-12 15:00:59,C,E,A
688668 鼎通科技,2026-05-19 15:00:59,E,E,E
688668 鼎通科技,2026-05-18 15:00:59,C,E,E
688668 鼎通科技,2026-05-15 15:00:59,C,C,8
688668 鼎通科技,2026-05-14 15:00:59,C,A,8
688668 鼎通科技,2026-05-13 15:00:59,C,A,A
688668 鼎通科技,2026-05-12 15:00:59,C,A,E
688807 优迅股份,2026-05-19 15:00:59,8,E,E
688807 优迅股份,2026-05-18 15:00:59,8,A,A
688807 优迅股份,2026-05-15 15:00:59,8,A,8
688807 优迅股份,2026-05-14 15:00:59,8,A,C
688807 优迅股份,2026-05-13 15:00:59,8,A,A
688807 优迅股份,2026-05-12 15:00:59,8,A,8
